,age,policy_number,policy_csl,insured_zip,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,auto_year,fraud_reported,policy_bind_year,policy_bind_month,policy_bind_day,policy_bind_dow,incident_year,incident_month,incident_day,incident_dow,policy_state_IN,policy_state_OH,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_hobbies_basketball,insured_hobbies_board-games,insured_hobbies_bungie-jumping,insured_hobbies_camping,insured_hobbies_chess,insured_hobbies_cross-fit,insured_hobbies_dancing,insured_hobbies_exercise,insured_hobbies_golf,insured_hobbies_hiking,insured_hobbies_kayaking,insured_hobbies_movies,insured_hobbies_paintball,insured_hobbies_polo,insured_hobbies_reading,insured_hobbies_skydiving,insured_hobbies_sleeping,insured_hobbies_video-games,insured_hobbies_yachting,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,incident_state_NY,incident_state_OH,incident_state_PA,incident_state_SC,incident_state_VA,incident_state_WV,incident_city_Columbus,incident_city_Hillsdale,incident_city_Northbend,incident_city_Northbrook,incident_city_Riverwood,incident_city_Springfield,property_damage_YES,police_report_available_YES,auto_make_Audi,auto_make_BMW,auto_make_Chevrolet,auto_make_Dodge,auto_make_Ford,auto_make_Honda,auto_make_Jeep,auto_make_Mercedes,auto_make_Nissan,auto_make_Saab,auto_make_Suburu,auto_make_Toyota,auto_make_Volkswagen,auto_model_92x,auto_model_93,auto_model_95,auto_model_A3,auto_model_A5,auto_model_Accord,auto_model_C300,auto_model_CRV,auto_model_Camry,auto_model_Civic,auto_model_Corolla,auto_model_E400,auto_model_Escape,auto_model_F150,auto_model_Forrestor,auto_model_Fusion,auto_model_Grand Cherokee,auto_model_Highlander,auto_model_Impreza,auto_model_Jetta,auto_model_Legacy,auto_model_M5,auto_model_MDX,auto_model_ML350,auto_model_Malibu,auto_model_Maxima,auto_model_Neon,auto_model_Passat,auto_model_Pathfinder,auto_model_RAM,auto_model_RSX,auto_model_Silverado,auto_model_TL,auto_model_Tahoe,auto_model_Ultima,auto_model_Wrangler,auto_model_X5,auto_model_X6,premium_per_vehicle,total_claim_amount_per_vehicle,age_group_19-25,age_group_26-35,age_group_36-45,age_group_46-55,age_group_56-65,age_group_65+,months_as_customer^2,months_as_customer policy_deductable,months_as_customer policy_annual_premium,months_as_customer umbrella_limit,months_as_customer capital-gains,months_as_customer capital-loss,months_as_customer total_claim_amount,months_as_customer injury_claim,months_as_customer property_claim,months_as_customer vehicle_claim,months_as_customer days_between_policy_and_incident,policy_deductable^2,policy_deductable policy_annual_premium,policy_deductable umbrella_limit,policy_deductable capital-gains,policy_deductable capital-loss,policy_deductable total_claim_amount,policy_deductable injury_claim,policy_deductable property_claim,policy_deductable vehicle_claim,policy_deductable days_between_policy_and_incident,policy_annual_premium^2,policy_annual_premium umbrella_limit,policy_annual_premium capital-gains,policy_annual_premium capital-loss,policy_annual_premium total_claim_amount,policy_annual_premium injury_claim,policy_annual_premium property_claim,policy_annual_premium vehicle_claim,policy_annual_premium days_between_policy_and_incident,umbrella_limit^2,umbrella_limit capital-gains,umbrella_limit capital-loss,umbrella_limit total_claim_amount,umbrella_limit injury_claim,umbrella_limit property_claim,umbrella_limit vehicle_claim,umbrella_limit days_between_policy_and_incident,capital-gains^2,capital-gains capital-loss,capital-gains total_claim_amount,capital-gains injury_claim,capital-gains property_claim,capital-gains vehicle_claim,capital-gains days_between_policy_and_incident,capital-loss^2,capital-loss total_claim_amount,capital-loss injury_claim,capital-loss property_claim,capital-loss vehicle_claim,capital-loss days_between_policy_and_incident,total_claim_amount^2,total_claim_amount injury_claim,total_claim_amount property_claim,total_claim_amount vehicle_claim,total_claim_amount days_between_policy_and_incident,injury_claim^2,injury_claim property_claim,injury_claim vehicle_claim,injury_claim days_between_policy_and_incident,property_claim^2,property_claim vehicle_claim,property_claim days_between_policy_and_incident,vehicle_claim^2,vehicle_claim days_between_policy_and_incident,days_between_policy_and_incident^2
387,21.0,204294,1500,445638,2654 Elm Drive,21,1,1,2,2003,N,1991,11,16,5,2015,2,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.203197166045358,11.042297640955464,1,0,0,0,0,0,49.0,7000.0,50.42238016231751,0.0,0.0,-317100.0,77.29608348668825,61.91640794737709,61.91640794737709,75.53691450862914,59409.0,1000000.0,7203.197166045358,0.0,0.0,-45300000.0,11042.297640955465,8845.201135339585,8845.201135339585,10790.98778694702,8487000.0,51.88604941292388,0.0,0.0,-326304.83162185474,79.53984707395975,63.71372775117928,63.71372775117928,77.72961264576685,61133.53434822695,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2052090000.0,-500216.0831352825,-400687.6114308832,-400687.6114308832,-488831.74674870004,-384461100.0,121.93233719145061,97.67134363053688,97.67134363053688,119.15729898338431,93715.98007878903,78.23758312461267,78.23758312461267,95.44845742453937,75069.22203562706,78.23758312461267,95.44845742453937,75069.22203562706,116.44541741803977,91583.11334781937,72029169.0
388,36.0,467106,400,476185,6681 Texas Ridge,15,3,0,1,1999,N,1995,10,8,6,2015,2,16,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.3662381413905593,3.682628498784457,0,0,1,0,0,0,43264.0,416000.0,1476.5326002277088,1040000000.0,0.0,0.0,2297.9601832415015,1943.387481370526,1943.387481370526,2203.9491697925473,1470768.0,4000000.0,14197.428848343356,10000000000.0,0.0,0.0,22095.770992706744,18686.418090101215,18686.418090101215,21191.818940312955,14142000.0,50.39174647594303,35493572.120858386,0.0,0.0,78.42578412956075,66.32477281615202,66.32477281615202,75.21733539301707,50195.00969331793,25000000000000.0,0.0,0.0,55239427.48176686,46716045.22525303,46716045.22525303,52979547.35078239,35355000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.05577394053519,103.22270369821223,103.22270369821223,117.0623945560151,78119.59834471469,87.29555525951547,87.29555525951547,98.99979720210338,66065.83115755284,87.29555525951547,98.99979720210338,66065.83115755284,112.27329749975173,74923.67586347646,49999041.0
389,33.0,357713,1500,435995,7782 Rock St,21,1,1,2,2009,N,2007,10,28,6,2015,1,4,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.041157913317667,10.899716371226633,0,1,0,0,0,0,15876.0,126000.0,887.1858970780261,252000000.0,4624200.0,-9248400.0,1373.3642627745558,1111.3709122511914,1111.3709122511914,1337.1170971089862,330750.0,1000000.0,7041.1579133176665,2000000000.0,36700000.0,-73400000.0,10899.716371226634,8820.404065485645,8820.404065485645,10612.040453245922,2625000.0,49.577904760276,14082315.826635335,258410.49541875836,-516820.9908375167,76.74662418018053,62.105857884353576,62.105857884353576,74.72105261381972,18483.039522458876,4000000000000.0,73400000000.0,-146800000000.0,21799432.742453266,17640808.13097129,17640808.13097129,21224080.906491842,5250000000.0,1346890000.0,-2693780000.0,400019.5908240174,323708.82920332317,323708.82920332317,389461.8846341253,96337500.0,5387560000.0,-800039.1816480348,-647417.6584066463,-647417.6584066463,-778923.7692682506,-192675000.0,118.80381697318589,96.13990259340784,96.13990259340784,115.66823106036387,28611.755474469912,77.7995278784357,77.7995278784357,93.60248475690845,23153.56067189982,77.7995278784357,93.60248475690845,23153.56067189982,112.6154025813279,27856.606189770544,6890625.0
390,35.0,890026,400,430232,9286 Oak Ave,1,1,0,2,2005,N,2008,5,16,4,2015,1,30,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99487748316354,10.78727575364831,0,1,0,0,0,0,2304.0,24000.0,335.7541191918499,0.0,0.0,-2448000.0,517.7892361751188,440.54018307456346,407.27407631710537,500.6692638849125,117600.0,250000.0,3497.43874158177,0.0,0.0,-25500000.0,5393.637876824155,4588.960240360036,4242.438294969847,5215.304832134505,1225000.0,48.9283110044683,0.0,0.0,-356738.75164134055,75.45567227387056,64.19842931285433,59.35067220639061,72.96083667626331,17137.449833750674,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2601000000.0,-550151.0634360638,-468073.9445167237,-432728.7060869245,-531961.0928777196,-124950000.0,116.3653181852487,99.00475907058387,91.52870351135462,112.51786272713882,26428.825596438357,84.23422435042096,77.87352263118981,95.73130606409126,22485.905177764176,71.99313074650667,88.50243575915486,20787.947645352255,108.79761796834207,25554.993677459075,6002500.0
391,48.0,751612,750,443861,8758 5th St,17,3,0,0,2013,N,2009,6,22,0,2015,1,25,6,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.430036230286513,3.6163226955136083,0,0,0,1,0,0,88209.0,297000.0,2165.162281185283,891000000.0,16305300.0,-10899900.0,3222.143521702625,2569.613971597753,2569.613971597753,3147.5047848182517,606771.0,1000000.0,7290.108690859539,3000000000.0,54900000.0,-36700000.0,10848.968086540825,8651.898894268528,8651.898894268528,10597.65920814226,2043000.0,53.145684724545774,21870326.072578616,400226.96712818864,-267546.98895454506,79.09015653454905,63.073283321545034,63.073283321545034,77.2580874960455,14893.692055426038,9000000000000.0,164700000000.0,-110100000000.0,32546904.259622477,25955696.682805587,25955696.682805587,31792977.624426782,6129000000.0,3014010000.0,-2014830000.0,595608.3479510914,474989.24929534225,474989.24929534225,581811.4905270102,112160700.0,1346890000.0,-398157.1287760483,-317524.689419655,-317524.689419655,-388934.09293882095,-74978100.0,117.7001085427813,93.86417499189712,93.86417499189712,114.9736665411709,22164.441800802906,74.85535447664499,74.85535447664499,91.68987598476072,17675.829440990605,74.85535447664499,91.68987598476072,17675.829440990605,112.31038069192245,21651.01776223464,4173849.0
392,36.0,876680,400,460801,7281 Maple Hwy,5,3,2,1,2003,N,2012,5,10,3,2015,1,22,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3402362979863525,3.617744134223076,0,0,1,0,0,0,25600.0,160000.0,1123.313423033449,0.0,0.0,-5856000.0,1736.5171844270765,1368.1314195833954,1479.0194968295962,1679.4505196989694,157920.0,1000000.0,7020.708893959057,0.0,0.0,-36600000.0,10853.232402669228,8550.821372396222,9243.871855184976,10496.565748118559,987000.0,49.2903533737158,0.0,0.0,-256957.94551890148,76.19738525762448,60.03282765983734,64.89853334831497,73.69333250384197,6929.43967833759,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1339560000.0,-397228.30593769375,-312960.0622297017,-338325.7098997701,-384174.30638113926,-36124200.0,117.79265358634926,92.80405158832723,100.32588954481568,113.92166749422832,10712.140381434529,73.116546142628,79.0426970230076,89.75425873577431,8439.66069455507,85.44916687508092,97.02890869513178,9123.70152106757,110.17789250457574,10360.110393393019,974169.0
393,58.0,756981,750,605121,7571 Elm Ridge,15,3,1,2,2009,N,2003,10,2,3,2015,1,1,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3397774770834445,3.696708660308581,0,0,0,0,1,0,164836.0,812000.0,2849.8489670876356,0.0,0.0,-17336200.0,4502.591148255851,3775.1677850002775,3493.7872040737743,4385.7942923307155,1668254.0,4000000.0,14038.664862500667,0.0,0.0,-85400000.0,22180.251961851485,18596.885640395456,17210.774404304306,21604.897991776925,8218000.0,49.27102778040272,0.0,0.0,-299725.49481438927,77.84528096456398,65.26886124794072,60.40407347153318,75.82598057376748,28842.43696000762,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1823290000.0,-473548.3793855292,-397043.508422443,-367450.03353189694,-461264.5721244373,-175454300.0,122.99089427280417,103.12090230242725,95.43482818651349,119.80052026692783,45569.32765562388,86.46103888048668,80.0167008448731,100.44595430637122,38207.30154819247,74.05268889896406,92.95925634111994,35359.5360136432,116.69290430877163,44387.262924105686,16883881.0
394,31.0,121439,1500,458622,6738 Washington Hwy,2,4,2,2,2011,Y,1990,8,2,3,2015,2,14,5,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.784484499281858,2.6931769102543175,0,1,0,0,0,0,24649.0,78500.0,1120.6562655490068,1099000000.0,6389900.0,-6531200.0,1691.3150996397114,1329.838859266029,1438.6465121780398,1635.3185440073987,1407034.0,250000.0,3568.968998563716,3500000000.0,20350000.0,-20800000.0,5386.353820508635,4235.155602758054,4581.676790375923,5208.020840787894,4481000.0,50.95015885083558,49965565.97989202,290514.0764830865,-296938.2206805012,76.8949192027622,60.46055620134769,65.4074497051623,74.34905969858293,63970.20033025605,49000000000000.0,284900000000.0,-291200000000.0,75408953.4871209,59292178.43861275,64143475.06526292,72912291.77103052,62734000000.0,1656490000.0,-1693120000.0,438449.2009894029,344741.6660645056,372948.4907366001,423932.89644013456,364753400.0,1730560000.0,-448144.63786631846,-352364.9461494701,-381195.5089592768,-433307.33395355276,-372819200.0,116.05122991883188,91.24818624545757,98.71412913670837,112.20897181226586,96545.00587879677,71.74617191829174,77.61645651514851,88.22711457257424,75910.92902383536,83.96704884587767,95.44587284012798,82121.97479069803,108.49392431232417,93348.5655502822,80317444.0
395,31.0,411289,750,478661,4188 Britain Ave,3,1,2,0,2015,N,1997,9,16,1,2015,1,15,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9881548460507075,8.560444233410552,0,1,0,0,0,0,21316.0,292000.0,1020.2706075234033,0.0,8964400.0,-8395000.0,1249.8248580779405,929.253610500379,929.253610500379,1213.1409410421995,924180.0,4000000.0,13976.309692101415,0.0,122800000.0,-115000000.0,17120.888466821103,12729.50151370382,12729.50151370382,16618.369055372597,12660000.0,48.834308152381986,0.0,429072.7075475134,-401818.9036479157,59.82170985405478,44.47786384539959,44.47786384539959,58.06586812388056,44235.02017550098,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,3769960000.0,-3530500000.0,525611.2759314079,390795.6964707073,390795.6964707073,510183.9299999387,388662000.0,3306250000.0,-492225.5434211067,-365973.16851898486,-365973.16851898486,-477778.11034196214,-363975000.0,73.28120547333197,54.485093913588386,54.485093913588386,71.13031077437635,54187.61199748879,40.51005219684697,40.51005219684697,52.885888511413555,40288.8722908726,40.51005219684697,52.885888511413555,40288.8722908726,69.04254751514138,52597.13806025427,40068900.0
396,57.0,538466,400,435299,6934 Lincoln Ave,19,1,1,0,2012,N,1995,7,29,5,2015,1,6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.084058763450528,11.20260234070406,0,0,0,0,1,0,167281.0,409000.0,2897.380034251266,2454000000.0,22740400.0,0.0,4581.86435734796,3565.5988933020208,3849.0626245371423,4464.204249114582,2904309.0,1000000.0,7084.058763450528,6000000000.0,55600000.0,0.0,11202.60234070406,8717.845704894917,9410.911062438001,10914.924814461081,7101000.0,50.18388856402023,42504352.58070317,393873.6672478494,0.0,79.35989328511599,61.75773126417038,66.66744698391744,77.32196878428665,50303.9012792622,36000000000000.0,333600000000.0,0.0,67215614.04422435,52307074.2293695,56465466.374628,65489548.886766486,42606000000.0,3091360000.0,0.0,622864.6901431457,484712.22119215736,523246.6550715528,606869.8196840361,394815600.0,0.0,0.0,0.0,0.0,0.0,0.0,125.49829920394806,97.66255869955262,105.42669429622566,122.27556227509052,79549.67922133952,76.00083373435474,82.04287058482318,95.15463041300048,61905.4223504588,88.56524702511793,102.71938668209083,66826.87945437223,119.13558370533826,77506.88110748814,50424201.0
397,46.0,932097,400,601961,6390 Apache St,17,1,0,2,2003,N,2005,9,6,1,2015,2,8,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.125299181485852,11.223922520551032,0,0,0,1,0,0,63504.0,252000.0,1795.5753937344348,0.0,0.0,-7257600.0,2828.42847517886,2422.86357865038,2248.2073098948667,2738.547831205487,867384.0,1000000.0,7125.299181485852,0.0,0.0,-28800000.0,11223.922520551032,9614.538010517383,8921.457578947884,10867.253298434473,3442000.0,50.76988842568296,0.0,0.0,-205208.61642679255,79.97380594874289,68.50645981670412,63.56805438493811,77.43243103233456,24525.279782674304,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,829440000.0,-323248.9685918697,-276898.6947029006,-256937.97827369906,-312976.8949949128,-99129600.0,125.97643674733263,107.91282970093995,100.13374863649383,121.97320903283115,38632.74131573665,92.43934115568354,85.7756930020128,104.48361990771862,33093.23983220083,79.59240533296664,96.9517393016646,30707.656986738617,118.0971942523349,37405.08585321145,11847364.0
398,27.0,463727,750,604328,7615 Weaver Drive,7,1,0,1,2015,N,1992,8,5,2,2015,2,17,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.981665374416695,8.068089626278244,0,1,0,0,0,0,36.0,3000.0,41.88999224650017,0.0,0.0,-284400.0,48.408537757669464,38.18850454111146,34.039939603028955,46.498520437646626,49386.0,250000.0,3490.8326872083476,0.0,0.0,-23700000.0,4034.044813139122,3182.375378425955,2836.6616335857466,3874.8767031372186,4115500.0,48.743651400329014,0.0,0.0,-330930.93874735135,56.32870198147735,44.43655997590544,39.60924461228381,54.10618501685408,57466.08769682382,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2246760000.0,-382427.44828558876,-301689.1858747806,-268915.52286392875,-367338.3114574083,-390149400.0,65.09407021765861,51.3513795552035,45.772880598389314,62.52570506337727,66408.44571389623,40.51005219684697,36.10928855859532,49.3252488580009,52388.26347964808,32.186596893829424,43.966856314658294,46697.12381208856,60.05867785806225,63788.2202870449,67749361.0
399,33.0,552618,400,614385,6409 Cherokee Drive,21,1,1,0,2002,N,1993,1,22,4,2015,1,21,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.878202876720112,11.250534200138231,0,1,0,0,0,0,10609.0,103000.0,708.4548963021716,618000000.0,0.0,0.0,1158.805022614238,974.2604922469282,902.8743660306875,1129.1742154961219,827502.0,1000000.0,6878.202876720113,6000000000.0,0.0,0.0,11250.53420013823,9458.8397305527,8765.770543987257,10962.856461127396,8034000.0,47.30967481332083,41269217.26032067,0.0,0.0,77.38345670002879,65.05981864512208,60.29274817232157,75.40475084799613,55259.48191156938,36000000000000.0,0.0,0.0,67503205.20082939,56753038.383316204,52594623.26392354,65777138.76676438,48204000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.57451978847999,106.41699988220945,98.61960129569295,123.33799154712015,90386.79176391054,89.46964904828228,82.91401869037522,103.6959022548582,75992.3183952604,76.83873322983465,96.09788424491092,70424.20055039362,120.1842217872827,88075.5888086975,64545156.0
400,53.0,936638,750,438584,1123 5th Lane,10,2,1,3,2012,N,1995,5,20,5,2015,2,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.6434142491070447,5.6321743571995135,0,0,0,1,0,0,136161.0,738000.0,2688.839715840999,0.0,0.0,0.0,4156.5446756132405,3271.7686300691744,3527.513919881237,4039.0370230694184,2658645.0,4000000.0,14573.656996428179,0.0,0.0,0.0,22528.697428798056,17733.163306607992,19119.316638922694,21891.79958303208,14410000.0,53.097869562385,0.0,0.0,0.0,82.08137722590408,64.60925987303776,69.65959067544036,79.76089453941474,52501.59932963252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.88555195958301,99.87626764750887,107.6833249009184,123.29843224450427,81159.63248724499,78.61627021470701,84.76149106719089,97.05271427036014,63883.72081205529,91.38706718484654,104.63906200595653,68877.338191719,119.81272224591088,78865.20799787306,51912025.0
